activity_key,user_key,date_key,content_key,device_key,subscription_key,minutes_watched,session_duration_mins,completion_rate,pause_count,buffering_events,stream_quality,subtitle_used,audio_language,login_count,added_to_watchlist,shared_content,content_rated,user_rating,search_performed,search_query_count,feedback_given,recommendation_shown,recommendation_clicked,recommendation_converted,recommendation_algorithm,recommendation_position,time_to_click_seconds,relevance_score,subscription_event_type,payment_amount_usd,payment_method,is_trial,cancellation_reason,auto_renewal_enabled,revenue_attributed_usd,notification_sent,notification_clicked,error_encountered,error_type,ab_test_group,platform_version
4660,375,94,80,3,3,29.38,34.95,0.5,4,1,480p,False,Spanish,3,False,False,True,2.2,False,0,Thumbs Up,True,False,False,Collaborative Filtering,18,,0.871,Upgrade,13.99,Credit Card,False,,True,1.57,True,False,False,,Variant_B,v3.1
4661,214,308,147,3,1,31.01,33.38,0.92,0,3,720p,True,English,2,False,True,False,,False,0,Thumbs Up,True,True,False,Collaborative Filtering,11,49.5,0.91,Renewal,13.99,PayPal,False,,True,2.19,True,True,False,,Variant_B,v4.0
4662,151,231,124,2,3,30.86,36.13,0.98,4,2,1080p,False,Spanish,3,False,True,False,,False,0,,True,False,False,Content-Based,8,,0.906,None,0.0,Debit Card,False,,True,2.0,False,False,True,Payment Error,Variant_A,v3.2
4663,440,145,183,3,2,1.67,1.57,0.74,3,2,1080p,False,German,3,False,False,False,,False,0,,True,False,False,Trending,19,,0.628,Renewal,13.99,Credit Card,False,,True,0.24,False,False,False,,Control,v3.1
4664,275,16,156,1,1,71.9,69.69,0.96,8,4,720p,True,English,5,False,False,True,3.8,False,0,,True,True,True,Collaborative Filtering,12,21.9,0.841,None,0.0,Debit Card,False,,True,0.99,False,False,False,,Variant_B,v4.0
4665,338,101,144,3,3,161.5,194.48,0.82,6,3,4K,False,Original,2,False,False,True,2.5,True,2,,True,False,False,Hybrid,6,,0.75,None,0.0,Credit Card,False,,True,2.43,False,False,False,,Control,v3.2
4666,76,332,27,3,3,33.91,34.32,0.88,3,4,4K,True,Original,1,False,True,False,,False,0,,True,False,False,Content-Based,16,,0.414,None,0.0,Credit Card,False,,True,0.95,True,False,False,,Variant_A,v4.0
4667,439,75,140,1,3,6.11,6.06,0.34,6,0,720p,False,English,4,True,False,False,,True,3,,True,False,False,Trending,8,,0.641,Cancellation,7.99,Debit Card,False,Technical,True,2.03,True,False,False,,Control,v4.0
4668,220,291,92,2,2,94.02,113.78,0.63,2,2,1080p,False,English,9,True,False,False,,True,1,,True,False,False,Hybrid,7,,0.432,None,0.0,Debit Card,False,,False,1.85,True,False,False,,Control,v4.0
4669,348,201,148,1,2,35.54,45.06,0.39,3,1,1080p,False,English,6,False,True,True,3.1,True,5,,False,False,False,Content-Based,20,,0.45,None,0.0,Credit Card,False,,False,2.39,False,False,False,,Control,v3.2
4670,444,176,141,1,1,21.13,23.5,0.76,1,2,720p,True,Original,6,True,False,False,,False,0,,True,False,False,Collaborative Filtering,3,,0.434,None,0.0,Credit Card,False,,True,2.38,True,True,False,,Variant_B,v4.0
4671,187,50,101,4,3,53.06,48.57,0.7,7,0,720p,False,English,8,False,True,False,,True,4,Thumbs Down,True,False,False,Editorial,1,,0.977,Renewal,13.99,Debit Card,False,,True,1.2,False,False,False,,Variant_A,v4.0
4672,289,135,75,3,2,168.34,185.31,0.41,5,1,1080p,True,English,4,False,False,False,,False,0,Thumbs Up,True,False,False,Hybrid,6,,0.907,Upgrade,0.0,Credit Card,False,,True,0.65,False,False,False,,Variant_A,v3.3
4673,403,184,200,2,1,28.08,34.82,0.62,5,3,480p,False,Hindi,5,True,False,True,4.4,False,0,,True,False,False,Hybrid,3,,0.663,None,0.0,PayPal,False,,False,0.82,False,False,False,,Variant_B,v3.1
4674,28,7,164,4,2,111.39,104.28,0.48,3,3,480p,False,English,3,False,False,False,,False,0,,True,False,False,Collaborative Filtering,19,,0.549,None,0.0,Debit Card,False,,True,0.81,True,False,True,Playback Error,Variant_B,v3.3
4675,379,224,110,3,1,274.34,278.92,0.38,3,2,1080p,False,Spanish,3,False,False,False,,True,2,Thumbs Up,True,False,False,Editorial,2,,0.443,None,0.0,Credit Card,False,,True,1.61,False,False,False,,Variant_A,v4.0
4676,180,39,100,3,2,104.18,100.11,0.43,7,1,1080p,False,English,8,False,False,False,,False,0,,True,False,False,Content-Based,17,,0.659,Signup,0.0,Apple Pay,False,,True,0.98,True,True,False,,Control,v3.3
4677,253,57,183,2,3,19.03,18.23,0.78,3,1,4K,True,English,5,False,False,False,,True,3,Thumbs Down,True,False,False,Hybrid,16,,0.76,None,0.0,Credit Card,False,,True,2.18,True,False,True,Playback Error,Control,v4.0
4678,126,201,17,1,2,26.95,30.81,0.84,4,4,1080p,False,French,1,False,False,False,,False,0,,True,True,False,Hybrid,7,40.6,0.878,Upgrade,19.99,Gift Card,False,,True,0.82,True,False,False,,Control,v4.0
4679,177,227,12,4,3,47.14,46.99,0.52,7,0,1080p,False,Hindi,7,False,False,False,,True,3,,False,False,False,Hybrid,6,,0.431,Renewal,7.99,Debit Card,False,,True,2.48,False,False,False,,Variant_B,v3.2
4680,37,185,13,2,3,291.21,296.78,0.74,7,3,480p,True,Hindi,3,False,True,False,,False,0,,True,True,False,Trending,11,106.4,0.651,None,0.0,Apple Pay,False,,True,1.69,False,False,False,,Control,v4.0
4681,410,211,111,1,1,131.26,120.56,0.33,6,2,240p,False,English,8,False,False,False,,False,0,,True,False,False,Content-Based,15,,0.986,None,0.0,Credit Card,False,,True,0.95,False,False,False,,Control,v3.1
4682,99,24,97,4,1,29.9,35.04,0.9,3,1,480p,False,Hindi,8,True,False,False,,False,0,,True,False,False,Collaborative Filtering,11,,0.472,None,0.0,Credit Card,False,,False,1.51,True,False,False,,Control,v3.2
4683,98,304,79,3,2,85.65,96.03,0.93,0,3,720p,False,French,4,False,False,False,,True,5,,False,False,False,Collaborative Filtering,7,,0.64,None,0.0,Credit Card,False,,True,0.97,True,False,False,,Control,v4.0
4684,127,322,120,4,3,51.12,62.07,0.68,6,2,1080p,False,English,5,False,False,False,,False,0,,True,False,False,Collaborative Filtering,15,,0.565,Upgrade,7.99,PayPal,False,,False,1.34,False,False,False,,Control,v3.1
4685,483,249,118,2,3,188.52,187.58,0.97,5,3,480p,False,English,5,False,False,False,,False,0,Thumbs Down,False,False,False,Collaborative Filtering,16,,0.48,None,0.0,Credit Card,False,,True,1.36,False,False,False,,Control,v4.0
4686,168,173,39,2,1,48.11,48.04,0.94,8,2,1080p,True,Original,1,False,False,False,,True,5,,True,False,False,Content-Based,8,,0.903,None,0.0,Credit Card,False,,True,1.94,True,True,False,,Variant_A,v3.3
4687,80,46,95,2,1,29.0,27.64,0.53,5,3,1080p,False,Original,3,False,False,False,,True,1,Thumbs Up,True,False,False,Collaborative Filtering,5,,0.818,Renewal,7.99,Credit Card,False,,True,1.17,False,False,False,,Control,v4.0
4688,294,282,133,3,2,29.02,30.32,0.64,8,4,1080p,False,English,2,False,False,False,,False,0,Thumbs Up,True,False,False,Collaborative Filtering,17,,0.647,Signup,0.0,Debit Card,False,,True,2.38,True,False,False,,Control,v4.0
4689,333,70,25,2,1,83.44,87.48,0.93,2,0,1080p,False,English,6,False,False,False,,False,0,,True,False,False,Collaborative Filtering,2,,0.621,None,0.0,PayPal,False,,True,0.34,True,False,False,,Control,v3.3
4690,126,97,159,2,2,17.54,18.44,0.66,7,3,1080p,True,German,3,True,False,False,,False,0,,True,False,False,Collaborative Filtering,7,,0.897,Upgrade,13.99,Credit Card,False,,False,0.87,False,False,False,,Variant_A,v3.3
4691,343,257,124,2,3,50.27,48.96,0.3,6,0,1080p,False,Original,3,False,False,False,,False,0,,True,True,True,Collaborative Filtering,6,77.6,0.454,Upgrade,7.99,Credit Card,False,,True,1.89,True,True,False,,Control,v4.0
4692,310,208,12,1,1,17.27,19.75,0.5,5,3,1080p,True,English,5,True,False,False,,True,2,,True,True,False,Editorial,12,72.1,0.488,None,0.0,Credit Card,False,,True,1.53,True,False,False,,Variant_A,v3.1
4693,150,106,8,3,2,54.16,51.13,0.64,4,1,720p,False,German,3,False,False,False,,True,4,,True,True,False,Trending,16,116.9,0.944,None,0.0,Credit Card,False,,False,0.4,True,True,False,,Control,v3.2
4694,16,319,193,4,2,29.89,30.86,0.32,6,4,720p,False,English,1,True,False,True,5.0,False,0,,True,False,False,Content-Based,11,,0.89,Renewal,0.0,Credit Card,False,,True,2.05,False,False,False,,Control,v3.3
4695,28,191,152,1,1,233.45,265.24,0.41,1,4,1080p,False,Spanish,7,False,False,False,,False,0,,True,False,False,Trending,17,,0.865,Upgrade,0.0,Credit Card,False,,False,1.69,True,True,False,,Control,v4.0
4696,496,105,33,1,1,36.82,44.16,0.42,5,0,720p,True,English,8,True,False,True,3.6,False,0,,True,True,False,Hybrid,10,10.2,0.774,None,0.0,Apple Pay,False,,True,1.5,False,False,False,,Variant_A,v4.0
4697,419,361,60,4,1,25.85,29.77,0.53,8,1,4K,False,Hindi,4,True,False,False,,True,5,,True,False,False,Collaborative Filtering,16,,0.575,None,0.0,Gift Card,False,,True,2.2,False,False,False,,Variant_B,v3.3
4698,444,152,147,1,1,64.8,63.35,0.3,7,2,4K,False,English,4,False,False,False,,False,0,,False,False,False,Hybrid,16,,0.961,None,0.0,Credit Card,False,,True,2.1,False,False,False,,Control,v3.3
4699,173,293,169,1,2,76.76,71.7,0.41,3,4,480p,True,Original,9,True,False,False,,False,0,,True,True,True,Content-Based,15,50.7,0.695,None,0.0,Credit Card,False,,False,0.86,False,False,False,,Variant_A,v3.1
4700,46,342,75,4,2,45.39,56.3,0.52,0,1,480p,False,English,9,False,False,False,,False,0,,True,True,False,Collaborative Filtering,15,83.1,0.568,None,0.0,Apple Pay,False,,False,1.41,False,False,False,,Control,v4.0
4701,328,61,155,3,3,24.93,24.46,0.43,3,1,240p,False,English,5,False,False,False,,False,0,Thumbs Down,True,False,False,Trending,20,,0.619,None,0.0,Credit Card,False,,False,2.16,False,False,False,,Control,v4.0
4702,236,168,143,3,1,235.95,240.59,0.56,7,0,1080p,False,English,1,False,False,False,,False,0,,True,False,False,Hybrid,4,,0.41,None,0.0,Gift Card,False,,True,0.26,True,False,False,,Variant_B,v3.2
4703,439,52,56,3,2,1.41,1.51,0.4,8,1,1080p,True,English,4,False,False,False,,True,4,,True,False,False,Content-Based,3,,0.553,Upgrade,13.99,Credit Card,False,,True,0.89,False,False,True,Auth Error,Control,v4.0
4704,214,149,186,1,3,82.24,94.25,0.68,5,1,480p,False,Spanish,2,False,False,False,,False,0,,True,False,False,Editorial,14,,0.513,None,0.0,Credit Card,False,,True,1.03,True,False,False,,Control,v3.1
4705,85,294,74,3,1,85.04,84.19,0.35,8,2,1080p,False,English,9,True,False,False,,False,0,,True,False,False,Hybrid,10,,0.481,Renewal,0.0,Credit Card,False,,True,0.75,False,False,True,Auth Error,Control,v3.3
4706,282,12,165,1,2,52.46,63.91,0.89,1,0,1080p,False,French,9,False,False,False,,False,0,,True,True,False,Content-Based,6,112.5,0.419,None,0.0,Apple Pay,False,,True,1.32,False,False,False,,Variant_B,v4.0
4707,232,80,87,4,1,22.4,28.1,0.93,4,0,720p,True,Hindi,4,True,False,False,,False,0,,True,False,False,Collaborative Filtering,11,,0.536,None,0.0,Credit Card,False,,True,2.01,True,True,False,,Control,v3.3
4708,85,170,195,3,2,74.4,87.37,0.38,4,1,720p,False,English,6,True,False,False,,False,0,,True,True,False,Editorial,4,54.8,0.462,None,0.0,PayPal,False,,False,1.25,True,False,False,,Control,v3.3
4709,409,174,70,2,2,65.55,81.43,0.53,2,2,4K,True,English,1,True,False,True,1.4,False,0,Thumbs Up,True,False,False,Collaborative Filtering,10,,0.427,Signup,7.99,Debit Card,False,,False,0.2,True,False,False,,Control,v3.3
4710,489,94,37,2,3,123.07,143.47,0.48,8,3,480p,False,English,5,False,False,True,4.9,False,0,,True,True,False,Hybrid,16,104.6,0.482,Upgrade,19.99,Credit Card,False,,True,2.15,False,False,False,,Variant_A,v4.0
4711,65,101,73,4,3,44.73,50.73,0.36,3,4,4K,False,English,8,True,False,False,,True,5,,True,False,False,Hybrid,8,,0.521,None,0.0,Credit Card,False,,False,0.59,False,False,False,,Control,v3.2
4712,134,133,163,4,3,89.12,97.45,0.86,6,0,1080p,True,Original,2,False,False,False,,False,0,,True,False,False,Trending,9,,0.65,None,0.0,Credit Card,False,,True,1.14,False,False,False,,Variant_A,v4.0
4713,151,34,158,4,1,85.75,100.44,0.69,8,2,720p,True,Hindi,6,False,False,False,,False,0,,True,False,False,Editorial,4,,0.75,None,0.0,Credit Card,False,,True,0.15,True,True,False,,Control,v3.3
4714,115,260,147,1,2,265.74,250.56,0.63,7,2,4K,False,English,9,False,False,False,,False,0,,True,False,False,Content-Based,17,,0.593,None,0.0,PayPal,False,,False,1.15,True,True,False,,Variant_A,v3.3
4715,64,282,49,4,2,62.57,56.71,0.83,6,1,720p,True,English,1,True,False,False,,False,0,,True,True,False,Content-Based,10,113.8,0.485,None,0.0,PayPal,False,,False,1.0,True,False,False,,Control,v4.0
4716,343,225,41,4,3,40.14,38.49,0.84,1,4,720p,False,English,6,False,False,False,,False,0,,True,False,False,Content-Based,13,,0.964,None,0.0,Credit Card,False,,True,0.79,False,False,False,,Variant_B,v3.1
4717,427,138,94,1,1,198.81,225.41,0.31,0,0,720p,True,Spanish,7,False,False,False,,False,0,,True,False,False,Collaborative Filtering,17,,0.709,Cancellation,7.99,PayPal,False,No Time,False,2.35,False,False,False,,Variant_A,v3.3
4718,363,200,97,4,3,7.01,8.97,0.55,7,3,4K,False,French,7,False,False,True,4.0,False,0,,False,False,False,Trending,19,,0.845,Upgrade,13.99,PayPal,False,,True,1.73,True,True,False,,Variant_A,v4.0
4719,407,360,101,2,3,46.01,58.64,0.45,5,1,4K,False,French,1,False,False,False,,True,4,Thumbs Up,True,False,False,Hybrid,17,,0.817,Upgrade,19.99,Credit Card,False,,False,2.3,True,False,False,,Control,v3.3
4720,352,318,72,4,2,29.07,33.2,0.91,0,0,1080p,False,English,9,False,False,False,,False,0,Thumbs Down,True,True,False,Editorial,4,110.0,0.571,None,0.0,Credit Card,False,,True,1.22,True,False,False,,Control,v3.2
4721,158,277,195,2,1,227.15,239.85,0.82,5,0,4K,True,English,1,False,False,True,2.9,False,0,,True,False,False,Trending,6,,0.736,None,0.0,Apple Pay,False,,True,1.34,False,False,False,,Control,v3.3
4722,77,118,178,1,1,47.59,57.72,0.38,6,2,4K,False,German,1,True,False,False,,False,0,,False,False,False,Content-Based,14,,0.761,Signup,0.0,Credit Card,False,,False,2.38,False,False,False,,Variant_B,v4.0
4723,491,294,16,3,1,204.23,211.56,0.67,1,4,720p,True,English,7,True,False,False,,True,2,,True,False,False,Collaborative Filtering,9,,0.611,Renewal,13.99,Credit Card,False,,False,1.2,False,False,False,,Control,v4.0
4724,146,296,6,1,1,31.21,28.89,0.49,1,3,1080p,False,Hindi,4,False,False,False,,False,0,,True,True,False,Collaborative Filtering,6,21.5,0.802,None,0.0,PayPal,False,,True,0.17,False,False,False,,Variant_A,v3.3
4725,343,37,53,4,3,16.54,17.88,0.66,5,4,480p,False,French,8,False,False,False,,False,0,,False,False,False,Collaborative Filtering,10,,0.874,None,0.0,Credit Card,False,,True,1.65,True,False,False,,Variant_A,v4.0
4726,463,11,178,1,3,29.34,36.47,0.55,5,2,1080p,False,German,6,False,False,False,,False,0,,True,True,True,Collaborative Filtering,6,45.5,0.619,Signup,19.99,Debit Card,True,,False,0.58,False,False,False,,Variant_A,v3.2
4727,225,338,88,4,1,42.38,46.77,0.36,5,3,1080p,True,English,5,False,False,False,,False,0,,True,False,False,Content-Based,9,,0.409,None,0.0,Credit Card,False,,True,2.39,False,False,False,,Control,v3.3
4728,405,275,24,4,1,57.53,71.15,0.5,1,3,240p,False,English,8,False,False,False,,True,5,,True,False,False,Content-Based,13,,0.61,None,0.0,Credit Card,False,,True,0.27,False,False,False,,Control,v4.0
4729,313,175,83,3,3,11.74,11.23,0.39,0,1,720p,False,Spanish,6,True,False,False,,False,0,,True,False,False,Content-Based,16,,0.47,Signup,19.99,Credit Card,False,,True,2.25,True,False,False,,Control,v3.2
4730,103,63,125,4,3,42.28,48.44,0.98,7,3,720p,False,English,2,False,False,False,,False,0,,True,False,False,Hybrid,16,,0.493,None,0.0,PayPal,False,,False,0.45,True,False,False,,Variant_A,v3.3
4731,407,260,79,3,1,21.61,25.88,0.96,4,0,1080p,False,English,4,False,False,False,,False,0,,True,False,False,Hybrid,19,,0.62,Renewal,0.0,PayPal,False,,True,0.72,True,True,False,,Variant_A,v4.0
4732,347,61,192,3,1,38.02,45.34,0.3,8,4,240p,False,Spanish,4,False,False,False,,False,0,,True,False,False,Content-Based,5,,0.525,None,0.0,Apple Pay,False,,True,0.46,False,False,True,Auth Error,Variant_A,v3.2
4733,301,100,120,2,3,76.43,83.74,0.48,1,4,240p,False,English,6,False,False,False,,True,2,,False,False,False,Trending,11,,0.961,Upgrade,0.0,Credit Card,False,,False,0.9,False,False,False,,Variant_B,v3.1
4734,428,236,98,3,3,89.94,110.45,0.95,8,1,720p,False,Spanish,1,False,False,False,,False,0,Thumbs Down,True,False,False,Collaborative Filtering,15,,0.792,None,0.0,Debit Card,False,,True,0.36,True,False,False,,Variant_B,v3.3
4735,466,271,29,3,1,52.43,50.45,0.98,8,3,1080p,False,English,6,False,False,True,3.0,True,1,,True,False,False,Content-Based,8,,0.711,None,0.0,Credit Card,False,,True,1.0,True,False,False,,Control,v3.3
4736,88,254,200,4,1,29.97,28.15,0.81,6,2,480p,True,English,8,False,False,False,,False,0,,True,True,True,Collaborative Filtering,15,92.8,0.406,None,0.0,Debit Card,False,,False,0.84,True,False,False,,Variant_B,v4.0
4737,371,126,174,2,3,46.05,51.57,0.56,6,0,720p,False,Spanish,2,False,False,False,,False,0,,True,False,False,Collaborative Filtering,11,,0.462,Renewal,19.99,Credit Card,False,,False,1.88,False,False,False,,Variant_B,v3.2
4738,303,25,126,2,2,144.41,152.91,0.53,1,1,240p,True,English,5,False,False,False,,False,0,,True,True,True,Content-Based,13,24.2,0.873,Renewal,19.99,Credit Card,False,,True,1.57,True,False,False,,Control,v3.2
4739,168,229,64,1,1,50.55,63.69,0.71,1,3,1080p,True,Original,8,False,False,False,,False,0,,True,False,False,Collaborative Filtering,2,,0.634,Upgrade,13.99,Credit Card,False,,False,1.74,False,False,False,,Control,v4.0
4740,435,23,60,4,1,46.94,57.02,0.94,5,2,720p,False,English,8,False,False,True,3.8,False,0,,True,True,False,Hybrid,2,62.6,0.427,None,0.0,PayPal,False,,False,1.28,True,False,False,,Control,v3.3
4741,170,16,43,2,2,88.06,94.85,0.45,8,3,240p,False,English,3,False,False,False,,False,0,,True,False,False,Content-Based,12,,0.895,None,0.0,Debit Card,False,,True,2.15,True,False,False,,Control,v3.1
4742,135,277,185,2,2,10.74,12.58,0.86,8,1,720p,True,Hindi,3,False,True,True,4.6,False,0,,False,False,False,Content-Based,20,,0.582,None,0.0,PayPal,False,,True,0.95,False,False,False,,Variant_B,v3.2
4743,50,216,125,1,1,55.95,60.09,0.41,0,2,240p,False,English,5,False,False,False,,True,5,,True,False,False,Hybrid,9,,0.632,None,0.0,Credit Card,False,,True,1.07,True,False,False,,Control,v4.0
4744,432,173,117,1,2,170.12,186.05,0.59,1,2,4K,False,English,6,False,False,False,,True,4,,True,False,False,Content-Based,20,,0.985,None,0.0,Apple Pay,False,,True,0.33,True,False,False,,Control,v3.2
4745,340,209,21,1,3,42.98,51.97,0.74,7,2,720p,True,English,5,False,False,True,1.8,False,0,,True,False,False,Trending,15,,0.409,None,0.0,Credit Card,False,,True,2.5,False,False,False,,Control,v4.0
4746,347,165,171,2,1,56.46,58.92,0.85,1,2,4K,False,Spanish,5,True,False,False,,False,0,,False,False,False,Collaborative Filtering,7,,0.833,None,0.0,Credit Card,False,,True,1.19,False,False,False,,Control,v3.3
4747,134,155,11,2,1,27.2,30.63,0.57,8,3,720p,True,Original,8,False,False,False,,True,5,,True,True,False,Content-Based,14,16.7,0.969,None,0.0,Debit Card,False,,True,2.3,True,False,False,,Variant_B,v4.0
4748,347,26,53,4,2,47.69,55.94,0.7,7,2,480p,False,Spanish,4,False,False,True,1.2,False,0,,False,False,False,Collaborative Filtering,17,,0.438,Renewal,7.99,Credit Card,False,,True,2.15,True,False,False,,Control,v3.3
4749,137,277,129,2,3,128.41,140.6,0.94,2,3,1080p,True,English,7,True,False,False,,True,1,,True,False,False,Trending,2,,0.92,None,0.0,Credit Card,False,,True,0.72,True,False,False,,Control,v4.0
4750,245,274,192,4,3,64.47,69.42,0.49,7,2,1080p,False,English,8,True,False,False,,True,4,,False,False,False,Trending,9,,0.65,None,0.0,PayPal,False,,True,1.3,True,True,False,,Variant_B,v4.0
4751,109,183,171,4,3,66.02,67.13,0.46,0,2,1080p,False,Spanish,4,False,False,True,2.4,False,0,,True,False,False,Content-Based,13,,0.927,None,0.0,Credit Card,False,,True,1.51,True,True,False,,Control,v4.0
4752,313,302,107,4,3,19.39,24.05,0.63,1,1,1080p,False,English,6,True,False,False,,True,1,,True,False,False,Content-Based,5,,0.585,None,0.0,Credit Card,False,,True,2.13,True,False,False,,Control,v3.2
4753,287,360,46,3,2,228.5,273.33,0.73,2,3,480p,False,German,2,False,False,False,,False,0,,True,False,False,Collaborative Filtering,4,,0.99,None,0.0,Credit Card,False,,False,0.33,False,False,False,,Control,v4.0
4754,21,132,152,3,3,56.58,69.94,0.33,6,3,4K,True,English,3,False,False,False,,True,2,,True,True,True,Trending,1,57.9,0.788,Signup,19.99,Credit Card,False,,True,2.09,True,False,False,,Variant_B,v3.2
4755,90,159,171,1,2,82.94,77.33,0.95,8,4,1080p,True,English,1,False,False,False,,False,0,Thumbs Up,False,False,False,Collaborative Filtering,9,,0.776,Downgrade,0.0,Debit Card,False,,False,0.37,True,False,False,,Control,v3.3
4756,296,166,118,3,2,22.44,27.95,0.77,3,1,1080p,False,Original,8,False,False,False,,False,0,,True,False,False,Editorial,16,,0.884,None,0.0,Credit Card,False,,True,1.18,True,False,False,,Variant_A,v4.0
4757,112,52,154,2,2,81.03,74.76,0.42,1,3,720p,False,English,6,False,False,True,1.2,True,4,Thumbs Down,True,False,False,Collaborative Filtering,19,,0.662,Renewal,13.99,Debit Card,False,,True,2.17,False,False,False,,Variant_B,v4.0
